weight_norm/fc.0.weight,weight_norm/gru.weight_ih_l0,weight_norm/gru.bias_hh_l1,weight_norm/gru.weight_ih_l1,weight_norm/gru.bias_ih_l0,weight_norm/gru.weight_hh_l1,step,weight_norm/fc.3.bias,weight_norm/gru.bias_hh_l0,weight_norm/fc.0.bias,weight_norm/gru.bias_ih_l1,weight_norm/fc.3.weight,epoch,weight_norm/gru.weight_hh_l0,train_loss,train_loss_epoch,val_loss
,,,,,,944,,,,,,1,,0.0,,
,,,,,,949,,,,,,1,,0.0,,
,,,,,,954,,,,,,1,,0.0,,
,,,,,,959,,,,,,1,,0.0,,
,,,,,,964,,,,,,1,,0.0,,
,,,,,,969,,,,,,1,,0.0,,
,,,,,,974,,,,,,1,,0.0,,
,,,,,,979,,,,,,1,,0.0,,
,,,,,,984,,,,,,1,,0.0,,
,,,,,,989,,,,,,1,,0.0,,
,,,,,,994,,,,,,1,,0.0,,
,,,,,,999,,,,,,1,,0.0,,
,,,,,,1004,,,,,,1,,0.0,,
,,,,,,1009,,,,,,1,,0.0,,
,,,,,,1014,,,,,,1,,0.0,,
,,,,,,1019,,,,,,1,,0.0,,
,,,,,,1024,,,,,,1,,0.0,,
,,,,,,1029,,,,,,1,,0.0,,
,,,,,,1034,,,,,,1,,0.0,,
,,,,,,1039,,,,,,1,,0.0,,
,,,,,,1044,,,,,,1,,0.0,,
,,,,,,1049,,,,,,1,,0.0,,
,,,,,,1054,,,,,,1,,0.0,,
,,,,,,1059,,,,,,1,,0.0,,
,,,,,,1064,,,,,,1,,0.0,,
,,,,,,1069,,,,,,1,,0.0,,
,,,,,,1074,,,,,,1,,0.0,,
,,,,,,1079,,,,,,1,,0.0,,
,,,,,,1084,,,,,,1,,0.0,,
,,,,,,1089,,,,,,1,,0.0,,
,,,,,,1094,,,,,,1,,0.0,,
,,,,,,1099,,,,,,1,,0.0,,
,,,,,,1104,,,,,,1,,0.0,,
,,,,,,1109,,,,,,1,,0.0,,
,,,,,,1114,,,,,,1,,0.0,,
,,,,,,1119,,,,,,1,,0.0,,
,,,,,,1124,,,,,,1,,0.0,,
,,,,,,1129,,,,,,1,,0.0,,
,,,,,,1134,,,,,,1,,0.0,,
,,,,,,1139,,,,,,1,,0.0,,
,,,,,,1144,,,,,,1,,0.0,,
,,,,,,1149,,,,,,1,,0.0,,
,,,,,,1154,,,,,,1,,0.0,,
,,,,,,1159,,,,,,1,,0.0,,
,,,,,,1164,,,,,,1,,0.0,,
,,,,,,1169,,,,,,1,,0.0,,
,,,,,,1174,,,,,,1,,0.0,,
,,,,,,1179,,,,,,1,,0.0,,
,,,,,,1184,,,,,,1,,0.0,,
,,,,,,1189,,,,,,1,,0.0,,
,,,,,,1194,,,,,,1,,0.0,,
,,,,,,1199,,,,,,1,,0.0,,
,,,,,,1204,,,,,,1,,0.0,,
,,,,,,1209,,,,,,1,,0.0,,
,,,,,,1214,,,,,,1,,0.0,,
,,,,,,1219,,,,,,1,,0.0,,
,,,,,,1224,,,,,,1,,0.0,,
,,,,,,1229,,,,,,1,,0.0,,
,,,,,,1234,,,,,,1,,0.0,,
,,,,,,1239,,,,,,1,,0.0,,
,,,,,,1244,,,,,,1,,0.0,,
,,,,,,1249,,,,,,1,,0.0,,
,,,,,,1254,,,,,,1,,0.0,,
,,,,,,1259,,,,,,1,,0.0,,
,,,,,,1264,,,,,,1,,0.0,,
,,,,,,1269,,,,,,1,,0.0,,
,,,,,,1274,,,,,,1,,0.0,,
,,,,,,1279,,,,,,1,,0.0,,
,,,,,,1284,,,,,,1,,0.0,,
,,,,,,1289,,,,,,1,,0.0,,
,,,,,,1294,,,,,,1,,0.0,,
,,,,,,1299,,,,,,1,,0.0,,
,,,,,,1304,,,,,,1,,0.0,,
,,,,,,1309,,,,,,1,,0.0,,
,,,,,,1314,,,,,,1,,0.0,,
,,,,,,1319,,,,,,1,,0.0,,
,,,,,,1324,,,,,,1,,0.0,,
,,,,,,1329,,,,,,1,,0.0,,
,,,,,,1334,,,,,,1,,0.0,,
,,,,,,1339,,,,,,1,,0.0,,
,,,,,,1344,,,,,,1,,0.0,,
,,,,,,1349,,,,,,1,,0.0,,
,,,,,,1354,,,,,,1,,0.0,,
,,,,,,1359,,,,,,1,,0.0,,
,,,,,,1364,,,,,,1,,0.0,,
,,,,,,1369,,,,,,1,,0.0,,
,,,,,,1374,,,,,,1,,0.0,,
,,,,,,1379,,,,,,1,,0.0,,
,,,,,,1384,,,,,,1,,0.0,,
,,,,,,1389,,,,,,1,,0.0,,
,,,,,,1394,,,,,,1,,0.0,,
,,,,,,1399,,,,,,1,,0.0,,
,,,,,,1404,,,,,,1,,0.0,,
,,,,,,1409,,,,,,1,,0.0,,
,,,,,,1414,,,,,,1,,0.0,,
,,,,,,1419,,,,,,1,,0.0,,
,,,,,,1424,,,,,,1,,0.0,,
,,,,,,1429,,,,,,1,,0.0,,
,,,,,,1434,,,,,,1,,0.0,,
,,,,,,1439,,,,,,1,,0.0,,
,,,,,,1444,,,,,,1,,0.0,,
,,,,,,1449,,,,,,1,,0.0,,
,,,,,,1454,,,,,,1,,0.0,,
,,,,,,1459,,,,,,1,,0.0,,
,,,,,,1464,,,,,,1,,0.0,,
,,,,,,1469,,,,,,1,,0.0,,
,,,,,,1474,,,,,,1,,0.0,,
,,,,,,1479,,,,,,1,,0.0,,
,,,,,,1484,,,,,,1,,0.0,,
,,,,,,1489,,,,,,1,,0.0,,
,,,,,,1494,,,,,,1,,0.0,,
,,,,,,1499,,,,,,1,,0.0,,
,,,,,,1504,,,,,,1,,0.0,,
,,,,,,1509,,,,,,1,,0.0,,
,,,,,,1514,,,,,,1,,0.0,,
,,,,,,1519,,,,,,1,,0.0,,
,,,,,,1524,,,,,,1,,0.0,,
,,,,,,1529,,,,,,1,,0.0,,
,,,,,,1534,,,,,,1,,0.0,,
,,,,,,1539,,,,,,1,,0.0,,
,,,,,,1544,,,,,,1,,0.0,,
,,,,,,1549,,,,,,1,,0.0,,
,,,,,,1554,,,,,,1,,0.0,,
,,,,,,1559,,,,,,1,,0.0,,
,,,,,,1564,,,,,,1,,0.0,,
,,,,,,1569,,,,,,1,,0.0,,
,,,,,,1574,,,,,,1,,0.0,,
,,,,,,1579,,,,,,1,,0.0,,
,,,,,,1584,,,,,,1,,0.0,,
,,,,,,1589,,,,,,1,,0.0,,
,,,,,,1594,,,,,,1,,0.0,,
,,,,,,1599,,,,,,1,,0.0,,
,,,,,,1604,,,,,,1,,0.0,,
,,,,,,1609,,,,,,1,,0.0,,
,,,,,,1614,,,,,,1,,0.0,,
,,,,,,1619,,,,,,1,,0.0,,
,,,,,,1624,,,,,,1,,0.0,,
,,,,,,1629,,,,,,1,,0.0,,
,,,,,,1634,,,,,,1,,0.0,,
,,,,,,1639,,,,,,1,,0.0,,
,,,,,,1644,,,,,,1,,0.0,,
,,,,,,1649,,,,,,1,,0.0,,
,,,,,,1654,,,,,,1,,0.0,,
,,,,,,1659,,,,,,1,,0.0,,
,,,,,,1664,,,,,,1,,0.0,,
,,,,,,1669,,,,,,1,,0.0,,
,,,,,,1674,,,,,,1,,0.0,,
,,,,,,1679,,,,,,1,,0.0,,
,,,,,,1684,,,,,,1,,0.0,,
,,,,,,1689,,,,,,1,,0.0,,
,,,,,,1694,,,,,,1,,0.0,,
,,,,,,1699,,,,,,1,,0.0,,
,,,,,,1704,,,,,,1,,0.0,,
,,,,,,1709,,,,,,1,,0.0,,
,,,,,,1714,,,,,,1,,0.0,,
,,,,,,1719,,,,,,1,,0.0,,
,,,,,,1724,,,,,,1,,0.0,,
,,,,,,1729,,,,,,1,,0.0,,
,,,,,,1734,,,,,,1,,0.0,,
,,,,,,1739,,,,,,1,,0.0,,
,,,,,,1744,,,,,,1,,0.0,,
,,,,,,1749,,,,,,1,,0.0,,
,,,,,,1754,,,,,,1,,0.0,,
,,,,,,1759,,,,,,1,,0.0,,
,,,,,,1763,,,,,,1,,,0.0,
,,,,,,1764,,,,,,2,,0.0,,
,,,,,,1769,,,,,,2,,0.0,,
,,,,,,1774,,,,,,2,,0.0,,
,,,,,,1779,,,,,,2,,0.0,,
,,,,,,1784,,,,,,2,,0.0,,
,,,,,,1789,,,,,,2,,0.0,,
,,,,,,1794,,,,,,2,,0.0,,
,,,,,,1799,,,,,,2,,0.0,,
,,,,,,1804,,,,,,2,,0.0,,
,,,,,,1809,,,,,,2,,0.0,,
,,,,,,1814,,,,,,2,,0.0,,
,,,,,,1819,,,,,,2,,0.0,,
,,,,,,1824,,,,,,2,,0.0,,
,,,,,,1829,,,,,,2,,0.0,,
,,,,,,1834,,,,,,2,,0.0,,
,,,,,,1839,,,,,,2,,0.0,,
,,,,,,1844,,,,,,2,,0.0,,
,,,,,,1849,,,,,,2,,0.0,,
,,,,,,1854,,,,,,2,,0.0,,
,,,,,,1859,,,,,,2,,0.0,,
,,,,,,1864,,,,,,2,,0.0,,
,,,,,,1869,,,,,,2,,0.0,,
,,,,,,1874,,,,,,2,,0.0,,
,,,,,,1879,,,,,,2,,0.0,,
